Filename;ClassId;meta_class
0/00000_00000.ppm;0;0
0/00000_00001.ppm;0;0
0/00000_00002.ppm;0;0
0/00000_00003.ppm;0;0
0/00000_00004.ppm;0;0
0/00000_00005.ppm;0;0
0/00000_00006.ppm;0;0
0/00000_00007.ppm;0;0
0/00000_00008.ppm;0;0
0/00000_00009.ppm;0;0
0/00000_00010.ppm;0;0
0/00000_00011.ppm;0;0
0/00000_00012.ppm;0;0
0/00000_00013.ppm;0;0
0/00000_00014.ppm;0;0
0/00000_00015.ppm;0;0
0/00000_00016.ppm;0;0
0/00000_00017.ppm;0;0
0/00000_00018.ppm;0;0
0/00000_00019.ppm;0;0
0/00000_00020.ppm;0;0
0/00000_00021.ppm;0;0
0/00000_00022.ppm;0;0
0/00000_00023.ppm;0;0
0/00000_00024.ppm;0;0
0/00000_00025.ppm;0;0
0/00000_00026.ppm;0;0
0/00000_00027.ppm;0;0
0/00000_00028.ppm;0;0
0/00000_00029.ppm;0;0
0/00001_00000.ppm;0;0
0/00001_00001.ppm;0;0
0/00001_00002.ppm;0;0
0/00001_00003.ppm;0;0
0/00001_00004.ppm;0;0
0/00001_00005.ppm;0;0
0/00001_00006.ppm;0;0
0/00001_00007.ppm;0;0
0/00001_00008.ppm;0;0
0/00001_00009.ppm;0;0
0/00001_00010.ppm;0;0
0/00001_00011.ppm;0;0
0/00001_00012.ppm;0;0
0/00001_00013.ppm;0;0
0/00001_00014.ppm;0;0
0/00001_00015.ppm;0;0
0/00001_00016.ppm;0;0
0/00001_00017.ppm;0;0
0/00001_00018.ppm;0;0
0/00001_00019.ppm;0;0
0/00001_00020.ppm;0;0
0/00001_00021.ppm;0;0
0/00001_00022.ppm;0;0
0/00001_00023.ppm;0;0
0/00001_00024.ppm;0;0
0/00001_00025.ppm;0;0
0/00001_00026.ppm;0;0
0/00001_00027.ppm;0;0
0/00001_00028.ppm;0;0
0/00001_00029.ppm;0;0
0/00002_00000.ppm;0;0
0/00002_00001.ppm;0;0
0/00002_00002.ppm;0;0
0/00002_00003.ppm;0;0
0/00002_00004.ppm;0;0
0/00002_00005.ppm;0;0
0/00002_00006.ppm;0;0
0/00002_00007.ppm;0;0
0/00002_00008.ppm;0;0
0/00002_00009.ppm;0;0
0/00002_00010.ppm;0;0
0/00002_00011.ppm;0;0
0/00002_00012.ppm;0;0
0/00002_00013.ppm;0;0
0/00002_00014.ppm;0;0
0/00002_00015.ppm;0;0
0/00002_00016.ppm;0;0
0/00002_00017.ppm;0;0
0/00002_00018.ppm;0;0
0/00002_00019.ppm;0;0
0/00002_00020.ppm;0;0
0/00002_00021.ppm;0;0
0/00002_00022.ppm;0;0
0/00002_00023.ppm;0;0
0/00002_00024.ppm;0;0
0/00002_00025.ppm;0;0
0/00002_00026.ppm;0;0
0/00002_00027.ppm;0;0
0/00002_00028.ppm;0;0
0/00002_00029.ppm;0;0
0/00003_00000.ppm;0;0
0/00003_00001.ppm;0;0
0/00003_00002.ppm;0;0
0/00003_00003.ppm;0;0
0/00003_00004.ppm;0;0
0/00003_00005.ppm;0;0
0/00003_00006.ppm;0;0
0/00003_00007.ppm;0;0
0/00003_00008.ppm;0;0
0/00003_00009.ppm;0;0
0/00003_00010.ppm;0;0
0/00003_00011.ppm;0;0
0/00003_00012.ppm;0;0
0/00003_00013.ppm;0;0
0/00003_00014.ppm;0;0
0/00003_00015.ppm;0;0
0/00003_00016.ppm;0;0
0/00003_00017.ppm;0;0
0/00003_00018.ppm;0;0
0/00003_00019.ppm;0;0
0/00003_00020.ppm;0;0
0/00003_00021.ppm;0;0
0/00003_00022.ppm;0;0
0/00003_00023.ppm;0;0
0/00003_00024.ppm;0;0
0/00003_00025.ppm;0;0
0/00003_00026.ppm;0;0
0/00003_00027.ppm;0;0
0/00003_00028.ppm;0;0
0/00003_00029.ppm;0;0
0/00004_00000.ppm;0;0
0/00004_00001.ppm;0;0
0/00004_00002.ppm;0;0
0/00004_00003.ppm;0;0
0/00004_00004.ppm;0;0
0/00004_00005.ppm;0;0
0/00004_00006.ppm;0;0
0/00004_00007.ppm;0;0
0/00004_00008.ppm;0;0
0/00004_00009.ppm;0;0
0/00004_00010.ppm;0;0
0/00004_00011.ppm;0;0
0/00004_00012.ppm;0;0
0/00004_00013.ppm;0;0
0/00004_00014.ppm;0;0
0/00004_00015.ppm;0;0
0/00004_00016.ppm;0;0
0/00004_00017.ppm;0;0
0/00004_00018.ppm;0;0
0/00004_00019.ppm;0;0
0/00004_00020.ppm;0;0
0/00004_00021.ppm;0;0
0/00004_00022.ppm;0;0
0/00004_00023.ppm;0;0
0/00004_00024.ppm;0;0
0/00004_00025.ppm;0;0
0/00004_00026.ppm;0;0
0/00004_00027.ppm;0;0
0/00004_00028.ppm;0;0
0/00004_00029.ppm;0;0
1/00000_00000.ppm;1;0
1/00000_00001.ppm;1;0
1/00000_00002.ppm;1;0
1/00000_00003.ppm;1;0
1/00000_00004.ppm;1;0
1/00000_00005.ppm;1;0
1/00000_00006.ppm;1;0
1/00000_00007.ppm;1;0
1/00000_00008.ppm;1;0
1/00000_00009.ppm;1;0
1/00000_00010.ppm;1;0
1/00000_00011.ppm;1;0
1/00000_00012.ppm;1;0
1/00000_00013.ppm;1;0
1/00000_00014.ppm;1;0
1/00000_00015.ppm;1;0
1/00000_00016.ppm;1;0
1/00000_00017.ppm;1;0
1/00000_00018.ppm;1;0
1/00000_00019.ppm;1;0
1/00000_00020.ppm;1;0
1/00000_00021.ppm;1;0
1/00000_00022.ppm;1;0
1/00000_00023.ppm;1;0
1/00000_00024.ppm;1;0
1/00000_00025.ppm;1;0
1/00000_00026.ppm;1;0
1/00000_00027.ppm;1;0
1/00000_00028.ppm;1;0
1/00000_00029.ppm;1;0
1/00001_00000.ppm;1;0
1/00001_00001.ppm;1;0
1/00001_00002.ppm;1;0
1/00001_00003.ppm;1;0
1/00001_00004.ppm;1;0
1/00001_00005.ppm;1;0
1/00001_00006.ppm;1;0
1/00001_00007.ppm;1;0
1/00001_00008.ppm;1;0
1/00001_00009.ppm;1;0
1/00001_00010.ppm;1;0
1/00001_00011.ppm;1;0
1/00001_00012.ppm;1;0
1/00001_00013.ppm;1;0
1/00001_00014.ppm;1;0
1/00001_00015.ppm;1;0
1/00001_00016.ppm;1;0
1/00001_00017.ppm;1;0
1/00001_00018.ppm;1;0
1/00001_00019.ppm;1;0
1/00001_00020.ppm;1;0
1/00001_00021.ppm;1;0
1/00001_00022.ppm;1;0
1/00001_00023.ppm;1;0
1/00001_00024.ppm;1;0
1/00001_00025.ppm;1;0
1/00001_00026.ppm;1;0
1/00001_00027.ppm;1;0
1/00001_00028.ppm;1;0
1/00001_00029.ppm;1;0
1/00002_00000.ppm;1;0
1/00002_00001.ppm;1;0
1/00002_00002.ppm;1;0
1/00002_00003.ppm;1;0
1/00002_00004.ppm;1;0
1/00002_00005.ppm;1;0
1/00002_00006.ppm;1;0
1/00002_00007.ppm;1;0
1/00002_00008.ppm;1;0
1/00002_00009.ppm;1;0
1/00002_00010.ppm;1;0
1/00002_00011.ppm;1;0
1/00002_00012.ppm;1;0
1/00002_00013.ppm;1;0
1/00002_00014.ppm;1;0
1/00002_00015.ppm;1;0
1/00002_00016.ppm;1;0
1/00002_00017.ppm;1;0
1/00002_00018.ppm;1;0
1/00002_00019.ppm;1;0
1/00002_00020.ppm;1;0
1/00002_00021.ppm;1;0
1/00002_00022.ppm;1;0
1/00002_00023.ppm;1;0
1/00002_00024.ppm;1;0
1/00002_00025.ppm;1;0
1/00002_00026.ppm;1;0
1/00002_00027.ppm;1;0
1/00002_00028.ppm;1;0
1/00002_00029.ppm;1;0
1/00003_00000.ppm;1;0
1/00003_00001.ppm;1;0
1/00003_00002.ppm;1;0
1/00003_00003.ppm;1;0
1/00003_00004.ppm;1;0
1/00003_00005.ppm;1;0
1/00003_00006.ppm;1;0
1/00003_00007.ppm;1;0
1/00003_00008.ppm;1;0
1/00003_00009.ppm;1;0
1/00003_00010.ppm;1;0
1/00003_00011.ppm;1;0
1/00003_00012.ppm;1;0
1/00003_00013.ppm;1;0
1/00003_00014.ppm;1;0
1/00003_00015.ppm;1;0
1/00003_00016.ppm;1;0
1/00003_00017.ppm;1;0
1/00003_00018.ppm;1;0
1/00003_00019.ppm;1;0
1/00003_00020.ppm;1;0
1/00003_00021.ppm;1;0
1/00003_00022.ppm;1;0
1/00003_00023.ppm;1;0
1/00003_00024.ppm;1;0
1/00003_00025.ppm;1;0
1/00003_00026.ppm;1;0
1/00003_00027.ppm;1;0
1/00003_00028.ppm;1;0
1/00003_00029.ppm;1;0
1/00004_00000.ppm;1;0
1/00004_00001.ppm;1;0
1/00004_00002.ppm;1;0
1/00004_00003.ppm;1;0
1/00004_00004.ppm;1;0
1/00004_00005.ppm;1;0
1/00004_00006.ppm;1;0
1/00004_00007.ppm;1;0
1/00004_00008.ppm;1;0
1/00004_00009.ppm;1;0
1/00004_00010.ppm;1;0
1/00004_00011.ppm;1;0
1/00004_00012.ppm;1;0
1/00004_00013.ppm;1;0
1/00004_00014.ppm;1;0
1/00004_00015.ppm;1;0
1/00004_00016.ppm;1;0
1/00004_00017.ppm;1;0
1/00004_00018.ppm;1;0
1/00004_00019.ppm;1;0
1/00004_00020.ppm;1;0
1/00004_00021.ppm;1;0
1/00004_00022.ppm;1;0
1/00004_00023.ppm;1;0
1/00004_00024.ppm;1;0
1/00004_00025.ppm;1;0
1/00004_00026.ppm;1;0
1/00004_00027.ppm;1;0
1/00004_00028.ppm;1;0
1/00004_00029.ppm;1;0
1/00005_00000.ppm;1;0
1/00005_00001.ppm;1;0
1/00005_00002.ppm;1;0
1/00005_00003.ppm;1;0
1/00005_00004.ppm;1;0
1/00005_00005.ppm;1;0
1/00005_00006.ppm;1;0
1/00005_00007.ppm;1;0
1/00005_00008.ppm;1;0
1/00005_00009.ppm;1;0
1/00005_00010.ppm;1;0
1/00005_00011.ppm;1;0
1/00005_00012.ppm;1;0
1/00005_00013.ppm;1;0
1/00005_00014.ppm;1;0
1/00005_00015.ppm;1;0
1/00005_00016.ppm;1;0
1/00005_00017.ppm;1;0
1/00005_00018.ppm;1;0
1/00005_00019.ppm;1;0
1/00005_00020.ppm;1;0
1/00005_00021.ppm;1;0
1/00005_00022.ppm;1;0
1/00005_00023.ppm;1;0
1/00005_00024.ppm;1;0
1/00005_00025.ppm;1;0
1/00005_00026.ppm;1;0
1/00005_00027.ppm;1;0
1/00005_00028.ppm;1;0
1/00005_00029.ppm;1;0
1/00006_00000.ppm;1;0
1/00006_00001.ppm;1;0
1/00006_00002.ppm;1;0
1/00006_00003.ppm;1;0
1/00006_00004.ppm;1;0
1/00006_00005.ppm;1;0
1/00006_00006.ppm;1;0
1/00006_00007.ppm;1;0
1/00006_00008.ppm;1;0
1/00006_00009.ppm;1;0
1/00006_00010.ppm;1;0
1/00006_00011.ppm;1;0
1/00006_00012.ppm;1;0
1/00006_00013.ppm;1;0
1/00006_00014.ppm;1;0
1/00006_00015.ppm;1;0
1/00006_00016.ppm;1;0
1/00006_00017.ppm;1;0
1/00006_00018.ppm;1;0
1/00006_00019.ppm;1;0
1/00006_00020.ppm;1;0
1/00006_00021.ppm;1;0
1/00006_00022.ppm;1;0
1/00006_00023.ppm;1;0
1/00006_00024.ppm;1;0
1/00006_00025.ppm;1;0
1/00006_00026.ppm;1;0
1/00006_00027.ppm;1;0
1/00006_00028.ppm;1;0
1/00006_00029.ppm;1;0
1/00007_00000.ppm;1;0
1/00007_00001.ppm;1;0
1/00007_00002.ppm;1;0
1/00007_00003.ppm;1;0
1/00007_00004.ppm;1;0
1/00007_00005.ppm;1;0
1/00007_00006.ppm;1;0
1/00007_00007.ppm;1;0
1/00007_00008.ppm;1;0
1/00007_00009.ppm;1;0
1/00007_00010.ppm;1;0
